0.022685513	-0.09051199	0.04356552	-0.020788014	-0.061975926	-0.02127959	0.01263986	0.009188161	0.026794866	0.31975004	-0.052625727	-0.031313147	0.0056801504	-0.055657737	0.022064572	0.13363543
-0.040606704	-0.009942008	-0.038692012	0.035062734	-0.08574759	-0.11484331	0.061190806	-0.0058621103	-0.015390027	0.41017926	-0.019996649	-0.044300914	-0.04352849	-0.13195986	0.008692679	0.19603258
-0.13651259	-0.010778296	-0.055805	0.026521746	-0.13985576	-0.18321411	0.006425783	-0.11633282	-0.04584368	0.47920102	0.08564112	0.09099912	-0.04216996	-0.16991428	0.013358317	0.15638283
-0.052365303	-0.034528382	0.013174266	0.06902677	-0.028142516	-0.050913397	0.016865946	-0.0018829519	0.012303541	0.32091767	0.063476354	0.062424395	0.0023385796	-0.13628365	0.031558167	0.08100809
-0.045133792	-0.025154501	0.029419307	-0.002103268	0.0009814022	0.0071809604	0.05706699	-0.025562909	0.04059103	0.31187445	-0.086401	-0.012015528	0.056727782	-0.031058876	0.07494236	0.14809613
-0.0046853255	-0.0142886955	0.0637479	-0.0637319	0.015256983	-0.06320609	0.039394323	-0.018582642	-0.024446763	0.33809644	-0.046781838	-0.05523308	-0.0077762795	-0.07331619	0.07115975	0.09214051
-0.0014801372	-0.041585222	0.009039763	0.04827852	-0.123668365	-0.124774836	0.03581762	-0.052174326	-0.01643143	0.46441066	-0.057103448	-0.010816316	-0.05557265	-0.13407493	0.07585879	0.298845
0.03666946	-0.083260365	0.058500987	-0.017667852	-0.002558544	0.01577152	0.092204824	0.04648241	0.08454398	0.29551333	-0.11552589	-0.12009666	0.0033691055	-0.06061592	0.08809828	0.17442948
-0.03950795	-0.040959224	0.06339347	-0.01626295	-0.06774354	-0.028282259	0.026460884	-0.05549639	0.05429075	0.18450856	0.037742417	-0.033471324	-0.05646428	-0.11825376	0.049963657	0.11055965
-0.118407734	0.027800797	-0.035548694	0.1378511	-0.18940116	-0.1681192	-0.03923155	-0.09382932	-0.05011109	0.49719155	0.07422161	0.04643866	-0.045073148	-0.18737347	0.0026462593	0.14590022
